0;224540;-19881;6200
1;208410;-20868;6200
2;208410;-18620;6200
3;208410;-20868;6200
4;208410;-18620;4841
5;208410;-17558;2100
6;208410;-13828;3408
7;224540;-14400;6200
8;224540;-14700;6200
9;224540;-19881;6200
10;224540;-14555;2100
11;224540;-14700;2162
12;211120;-13500;3408
13;213680;-13200;3408
14;216240;-12901;3408
15;218800;-12602;3408
